id,text,scenario,confidence,source_film,start_timestamp,end_timestamp,context_before,context_after,catalan_markers
The Spanish Apartment_2002_4390127_1098,"Wendy está durmiendo, ¿quieres que la despierte?",plans,0.8,The Spanish Apartment,"01:36:39,508","01:36:43,178",¿Quién? | ¿Alistair?,No quieres que la despierte. | Estás en el aeropuerto.,
The Spanish Apartment_2002_4390127_1099,No quieres que la despierte.,plans,0.8,The Spanish Apartment,"01:36:44,263","01:36:46,932","¿Alistair? | Wendy está durmiendo, ¿quieres que la despierte?",Estás en el aeropuerto. | ¡Sorpresa! No te preocupes. Sorpresa.,
The Spanish Apartment_2002_4390127_1102,¡Hasta luego!,farewells,1.0,The Spanish Apartment,"01:36:53,189","01:36:55,233",Estás en el aeropuerto. | ¡Sorpresa! No te preocupes. Sorpresa.,"Soy yo, Alessandro. ¿Dónde estás? | Tienes que ir a casa ahora.",
The Spanish Apartment_2002_4390127_1104,Tienes que ir a casa ahora.,family,0.8,The Spanish Apartment,"01:38:07,898","01:38:10,234","¡Hasta luego! | Soy yo, Alessandro. ¿Dónde estás?",Porque. | porque él. Alistair.,
The Spanish Apartment_2002_4390127_1109,¡Alistair! ¿Qué haces aquí? Acabo de llegar.,greetings,0.7193163108825684,The Spanish Apartment,"01:39:29,447","01:39:32,951",¿Sí? | ¡Mierda!,Estupendo. Me alegro de verte. | Yo también. Tienes buen aspecto.,
The Spanish Apartment_2002_4390127_1110,Estupendo. Me alegro de verte.,greetings,0.7757353973388672,The Spanish Apartment,"01:39:33,743","01:39:35,954",¡Mierda! | ¡Alistair! ¿Qué haces aquí? Acabo de llegar.,Yo también. Tienes buen aspecto. | Es estupendo volver a verte.,
The Spanish Apartment_2002_4390127_1112,Es estupendo volver a verte.,farewells,0.6423084449768067,The Spanish Apartment,"01:39:38,916","01:39:41,419",Estupendo. Me alegro de verte. | Yo también. Tienes buen aspecto.,"Yo también me alegro. | ¡Mierda! Son mis llaves, no funcionan.",
The Spanish Apartment_2002_4390127_1113,Yo también me alegro.,emotions,0.7395549964904786,The Spanish Apartment,"01:39:42,295","01:39:44,297",Yo también. Tienes buen aspecto. | Es estupendo volver a verte.,"¡Mierda! Son mis llaves, no funcionan. | La puerta está rota, otra vez.",
The Spanish Apartment_2002_4390127_1120,¡Vamos! ¿No hay nadie?,greetings,0.6238926124572755,The Spanish Apartment,"01:40:05,988","01:40:07,948",No lo entiendo. | Podemos ir a tomar algo abajo.,No. Vamos a tomar una cerveza. | La puerta se ha roto otra vez. ¡Diablos!,
The Spanish Apartment_2002_4390127_1121,No. Vamos a tomar una cerveza.,plans,0.8,The Spanish Apartment,"01:40:08,115","01:40:10,367",Podemos ir a tomar algo abajo. | ¡Vamos! ¿No hay nadie?,La puerta se ha roto otra vez. ¡Diablos! | Vamos a tomar algo. ¡Buena idea!,
The Spanish Apartment_2002_4390127_1132,¿Qué haces?,greetings,0.6511790466308595,The Spanish Apartment,"01:41:32,042","01:41:33,585","¡La puerta está abierta! | ¡Bienvenido, Alistair!","¡Alistair está aquí, ahora! | ¡Sal de aquí!",
The Spanish Apartment_2002_4390127_1133,"¡Alistair está aquí, ahora!",farewells,0.6834889602661134,The Spanish Apartment,"01:41:33,752","01:41:36,297","¡Bienvenido, Alistair! | ¿Qué haces?","¡Sal de aquí! | Antes de venir tú, vi a mi chica en París.",
The Spanish Apartment_2002_4390127_1138,¿Qué haces?,greetings,0.6511790466308595,The Spanish Apartment,"01:41:49,520","01:41:51,355","Quería decírtelo, ¿recuerdas? | Me lo cuentas luego. Voy a dejar esto.","Alistair, eh. es el novio de Wendy. | Yo. ¿cómo fue el viaje. agradable?",
The Spanish Apartment_2002_4390127_1144,Lo siento.,apologies,0.8,The Spanish Apartment,"01:42:16,091","01:42:17,843",es la primera vez. | que hago algo así.,"¡Oh, no! Lo siento. | Lo siento, William.",
The Spanish Apartment_2002_4390127_1145,"¡Oh, no! Lo siento.",apologies,0.7470215034484864,The Spanish Apartment,"01:42:18,427","01:42:21,180",que hago algo así. | Lo siento.,"Lo siento, William. | Ningún problema.",
The Spanish Apartment_2002_4390127_1148,¿De acuerdo? Está bien.,greetings,0.6517905426025391,The Spanish Apartment,"01:42:28,355","01:42:30,732","Lo siento, William. | Ningún problema.","Sí, sí. perdona. | Está bien. Hasta luego.",
The Spanish Apartment_2002_4390127_1149,"Sí, sí. perdona.",apologies,1.0,The Spanish Apartment,"01:42:33,026","01:42:36,322",Ningún problema. | ¿De acuerdo? Está bien.,Está bien. Hasta luego. | ¿Y qué ibas a decirme de tu novia.?,
The Spanish Apartment_2002_4390127_1150,Está bien. Hasta luego.,farewells,1.0,The Spanish Apartment,"01:42:38,157","01:42:39,951","¿De acuerdo? Está bien. | Sí, sí. perdona.",¿Y qué ibas a decirme de tu novia.? | ¿Lo sabes?,
The Spanish Apartment_2002_4390127_1160,¡Hola a todos!,greetings,1.0,The Spanish Apartment,"01:43:37,140","01:43:38,308","Está bien, no diré nada y. | y tú, ¿no dirás nada?","¡Oh, Dios mío! | ¡Sorpresa! ¿Qué haces aquí?",
The Spanish Apartment_2002_4390127_1162,¡Sorpresa! ¿Qué haces aquí?,greetings,0.6774591636657715,The Spanish Apartment,"01:43:44,272","01:43:46,442","¡Hola a todos! | ¡Oh, Dios mío!",Son para ti. ¡Qué bonitas! | Estás estupenda.,
The Spanish Apartment_2002_4390127_1163,Son para ti. ¡Qué bonitas!,greetings,0.6948746871948243,The Spanish Apartment,"01:43:53,366","01:43:56,161","¡Oh, Dios mío! | ¡Sorpresa! ¿Qué haces aquí?",Estás estupenda. | ¡Te he echado de menos!,
The Spanish Apartment_2002_4390127_1181,"De verdad, me alegro.",emotions,0.6599657249450684,The Spanish Apartment,"01:45:37,524","01:45:39,943","Gracias, has sido muy amable. | Me alegro mucho de que hayan venido los dos.","Adiós. | Adiós, Anne-Sophie.",
The Spanish Apartment_2002_4390127_1183,"Adiós, Anne-Sophie.",farewells,0.7948783540725708,The Spanish Apartment,"01:45:51,206","01:45:52,916","De verdad, me alegro. | Adiós.","Sí, adiós. | ¡Xavier, mira!",
The Spanish Apartment_2002_4390127_1184,"Sí, adiós.",farewells,0.9686449432373047,The Spanish Apartment,"01:45:54,418","01:45:56,211","Adiós. | Adiós, Anne-Sophie.","¡Xavier, mira! | ¿Qué? ¡Mira eso!",
The Spanish Apartment_2002_4390127_1191,Está bien.,farewells,0.7512829017639161,The Spanish Apartment,"01:46:44,974","01:46:45,933",Soy básicamente simpático. | A la gente le gusto. ¿Te vas a callar?,Perdonen. | pero tengo que irme a casa.,
The Spanish Apartment_2002_4390127_1193,pero tengo que irme a casa.,family,0.8,The Spanish Apartment,"01:46:55,319","01:46:58,656",Está bien. | Perdonen.,Tengo que ir al aeropuerto a las 8h y hacer el equipaje. | Perdonen. ¡La camiseta!,
The Spanish Apartment_2002_4390127_1198,¡Hasta la vista!,farewells,0.7004590225219727,The Spanish Apartment,"01:47:14,298","01:47:15,967",¡Tenemos un regalo de despedida! ¡Qué bien! | Hemos escrito todos.,¡Vengan a París! | ¡Buen viaje!,
The Spanish Apartment_2002_4390127_1200,¡Buen viaje!,farewells,0.6459786605834962,The Spanish Apartment,"01:47:23,141","01:47:25,060",¡Hasta la vista! | ¡Vengan a París!,"Ven a Roma. Sí, ven a París. | ¡Anda, lárgate!",
The Spanish Apartment_2002_4390127_1202,"¡Anda, lárgate!",farewells,0.7029831123352052,The Spanish Apartment,"01:47:32,944","01:47:34,529","¡Buen viaje! | Ven a Roma. Sí, ven a París.","¿Qué pasa, Wendy? No sé. | Te vas primero, y todos nos iremos.",
The Spanish Apartment_2002_4390127_1206,"¡Ya, vete! Adiós.",farewells,1.0,The Spanish Apartment,"01:47:49,087","01:47:51,548","Te vas primero, y todos nos iremos. | Es extraño.",El año que viene iré a Francia. | ¡Hablas francés! ¡Sí!,
The Spanish Apartment_2002_4390127_1211,Ya nos veremos. Sí.,farewells,0.7759056282043457,The Spanish Apartment,"01:48:08,150","01:48:09,735","¡No me lo habías dicho! | Tengo que irme, yo.","Parla català. Poco a poco. | ¡Vamos, hombre, vete ya!",
The Spanish Apartment_2002_4390127_1213,"¡Vamos, hombre, vete ya!",farewells,0.7190239143371583,The Spanish Apartment,"01:48:24,209","01:48:26,420",Ya nos veremos. Sí. | Parla català. Poco a poco.,"""No me dejas trabajar. Déjame en paz"". | ¡Hasta luego!",
The Spanish Apartment_2002_4390127_1215,¡Hasta luego!,farewells,1.0,The Spanish Apartment,"01:48:34,638","01:48:35,973","¡Vamos, hombre, vete ya! | ""No me dejas trabajar. Déjame en paz"".",¡Vuelve a Francia con las otras ranas! | ¡Me encanta el foie gras!,
The Spanish Apartment_2002_4390127_1219,Te vas a poner morado.,farewells,0.696791000366211,The Spanish Apartment,"01:49:45,717","01:49:47,010",¡Me encanta el foie gras! | Se me hace raro comprar carne. Hace años que no la compro.,"Es del carnicero que te gusta. | Deja, ya lo hago yo.",
The Spanish Apartment_2002_4390127_1221,"Deja, ya lo hago yo.",farewells,0.6631912422180176,The Spanish Apartment,"01:49:49,179","01:49:50,639",Te vas a poner morado. | Es del carnicero que te gusta.,Gracias. | ¿Qué tal?,
The Spanish Apartment_2002_4390127_1228,Estuvo bien.,farewells,0.6059342575073243,The Spanish Apartment,"01:50:26,095","01:50:27,555",¿No dices nada? | Es que no sé.,"Cuenta. Mamá, ha pasado todo un año. | ¿Un año sin verte y no me cuentas nada?",
The Spanish Apartment_2002_4390127_1229,"Cuenta. Mamá, ha pasado todo un año.",family,0.8,The Spanish Apartment,"01:50:29,683","01:50:32,853",Es que no sé. | Estuvo bien.,"¿Un año sin verte y no me cuentas nada? | Déjalo, mamá.",
The Spanish Apartment_2002_4390127_1231,"Déjalo, mamá.",family,0.8,The Spanish Apartment,"01:50:36,607","01:50:38,317","Cuenta. Mamá, ha pasado todo un año. | ¿Un año sin verte y no me cuentas nada?",Mamá. | Me alegro de verte.,
The Spanish Apartment_2002_4390127_1233,Me alegro de verte.,greetings,0.6946330261230469,The Spanish Apartment,"01:50:44,824","01:50:46,076","Déjalo, mamá. | Mamá.",Pues no lo parece. | ¿Por qué me dijiste eso?,
The Spanish Apartment_2002_4390127_1242,"Bueno, pues.",farewells,0.7821515274047852,The Spanish Apartment,"01:51:27,455","01:51:28,582","Pero, a veces, uno necesita | dar donde sabe que va a doler.",Sabía que era nuestro último beso. | Recordé el primer beso.,
The Spanish Apartment_2002_4390127_1266,"¡Ya estás aquí! Sí, hola.",greetings,1.0,The Spanish Apartment,"01:54:21,483","01:54:23,151",Es aquí. | El 2038. Aquí está. El despacho.,¡Bienvenido al club! | Bernard. Señor.,
The Spanish Apartment_2002_4390127_1269,Atiéndalo. Sí.,farewells,0.7587332916259766,The Spanish Apartment,"01:54:26,655","01:54:27,531",¡Bienvenido al club! | Bernard. Señor.,"El informe del que hablamos. ¡Vaya! | Ahora no tengo tiempo, estoy muy ocupado. Luego nos vemos.",
The Spanish Apartment_2002_4390127_1271,"Ahora no tengo tiempo, estoy muy ocupado. Luego nos vemos.",farewells,0.8795100593566895,The Spanish Apartment,"01:54:30,534","01:54:34,998",Atiéndalo. Sí. | El informe del que hablamos. ¡Vaya!,"¿Quiere un café? | Ya verá. El edificio es austero, pero el ambiente es estupendo.",
The Spanish Apartment_2002_4390127_1276,¡En marcha!,farewells,0.7446407508850098,The Spanish Apartment,"01:54:50,723","01:54:52,267","Sí, es verdad. ¿Verdad que sí, eh? | Nos divertimos mucho aquí, ¿verdad, Sr. Bernard?","¿Qué edad tiene? 25 años. | Entonces, se jubilará usted muy joven.",
Vicky Cristina Barcelona_2008_4068897_27,Los años pasan. ¡Qué alegría verte!,farewells,0.6947514724731446,Vicky Cristina Barcelona,"00:02:54,009","00:02:56,128",Tú eres Vicky. Sí. | ¡Ya eres una mujer!,"Bienvenida a Barcelona. Cristina, soy Judy. | Esta es vuestra habitación.",
Vicky Cristina Barcelona_2008_4068897_34,Estoy encantada de que esto se anime un poco.,emotions,0.6098591041564942,Vicky Cristina Barcelona,"00:03:12,247","00:03:15,166",Fue muy precipitado y no me conocéis. | Habéis sido muy amables.,"Me aburro desde que Arthur se fue a la universidad. | Cuando Mark, el marido de Judy, llegó del golf,",
Vicky Cristina Barcelona_2008_4068897_38,Tenemos una casa preciosa. Esto nos encanta.,family,0.8,Vicky Cristina Barcelona,"00:03:23,686","00:03:26,205","Cuando Mark, el marido de Judy, llegó del golf, | se sirvió el almuerzo.","Es muy sociable y habla español, así que, ""¡Yupi!"" | Tú también te defiendes.",
Vicky Cristina Barcelona_2008_4068897_54,Se casa con un hombre maravilloso y sus problemas terminarán,family,0.8,Vicky Cristina Barcelona,"00:04:07,844","00:04:12,124","No sé, quizá trabaje como profesora o como conservadora. | No tienes por qué hacer nada.",cuando la deje embarazada. | Ya que Judy ha decidido tu futuro.,
Vicky Cristina Barcelona_2008_4068897_64,"llevaron también al hijo de uno de sus socios,",family,0.6127640151977539,Vicky Cristina Barcelona,"00:04:54,362","00:04:57,162","a navegar en su yate. | Pensando en Cristina,","un buen partido que, según Mark, podía gustarle. | Mi sueño es reunir mucho capital, irme a una isla y dedicarme a bucear.",
Vicky Cristina Barcelona_2008_4068897_105,"Sí, pero debería preocuparnos",opinions,0.641613121032715,Vicky Cristina Barcelona,"00:07:24,715","00:07:27,635",Me encanta no tener que preocuparme | por si queda algún local abierto.,un sueño indigesto. | ¿A quién estás mirando?,
Vicky Cristina Barcelona_2008_4068897_132,"No, pasaremos allí el fin de semana. Os enseñaré la ciudad.",plans,0.7060761642456055,Vicky Cristina Barcelona,"00:08:51,592","00:08:55,871",¿Nos pides | que volemos a Oviedo y volvamos?,"Comeremos bien, beberemos buen vino y haremos el amor. | ¿Quién va a hacer el amor exactamente?",
Vicky Cristina Barcelona_2008_4068897_152,hasta exprimirles la última gota,farewells,0.6537172508239747,Vicky Cristina Barcelona,"00:09:52,868","00:09:55,228",con el primero que nos invita a visitar bellas ciudades españolas. | ¿Siempre analiza las ideas,de atractivo? | Debo decir,
Vicky Cristina Barcelona_2008_4068897_158,Si lo que quieres es proponernos,plans,0.8,Vicky Cristina Barcelona,"00:10:16,385","00:10:19,066",Yo no llamaría a nuestra reticencia | a lanzarnos en tu cama ser superanalítica.,"alguna actividad social tradicional, como tomar una copa, perfecto, | pero si no, deberías llevar tu oferta a otra mesa.",
Vicky Cristina Barcelona_2008_4068897_169,Creo que sería muy divertido. Me encantaría ir.,opinions,0.8,Vicky Cristina Barcelona,"00:10:47,985","00:10:51,145",Me encantaría ir a Oviedo. | ¿Qué? ¿Estás de broma?,"¿Podemos discutirlo en otro momento? | Cuando te he visto de lejos en la galería,",
Vicky Cristina Barcelona_2008_4068897_172,me he fijado en que tienes,farewells,0.6685211372375489,Vicky Cristina Barcelona,"00:10:57,024","00:10:59,063","¿Podemos discutirlo en otro momento? | Cuando te he visto de lejos en la galería,","unos labios preciosos, carnosos, muy sensuales. | Gracias.",
Vicky Cristina Barcelona_2008_4068897_181,Eso me tranquiliza mucho.,emotions,0.646317596435547,Vicky Cristina Barcelona,"00:11:28,864","00:11:30,344","Por suerte, un amigo me presta su avioneta. | Cabemos los tres y yo soy muy buen piloto.",Pensadlo. | Espero que lo hayas dicho en broma.,
Vicky Cristina Barcelona_2008_4068897_205,"Ah, hola. Ahora no puedo hablar.",greetings,0.8603786849975587,Vicky Cristina Barcelona,"00:12:41,979","00:12:44,019","No es un seductor. Y tercero: Aunque no tuviera novio, | y fuera libre para tener una aventura con un español, no elegiría a este.",Intento evitar que Cristina | cometa un error mortal.,
Vicky Cristina Barcelona_2008_4068897_210,Yo también te quiero.,emotions,0.9689745330810547,Vicky Cristina Barcelona,"00:12:54,218","00:12:55,377","¿Qué? No, lo de siempre. | Te llamo luego.",Podemos ir a recoger cuatro cosas y quedar con él allí. | Este tío me gustó de entrada.,
Vicky Cristina Barcelona_2008_4068897_218,Te gusta cómo suena salir por ahí en una avioneta.,plans,0.8,Vicky Cristina Barcelona,"00:13:14,459","00:13:17,858",¿Quién ha hablado de Doug? | Es ridículo.,"Sí, no sé de qué tengo miedo, si no es de mí misma. | Es un error, Cristina.",
Vicky Cristina Barcelona_2008_4068897_224,"¿Quieres pilotarlo? ¡No, gracias!",plans,0.8,Vicky Cristina Barcelona,"00:13:46,135","00:13:48,655","No os preocupéis. Como veréis. | Sí, esto está movidito, ¿eh?",Es más fácil que un coche. Pruébalo. | A primera hora ya habían llegado,
Vicky Cristina Barcelona_2008_4068897_262,Creo que aún te duele,opinions,0.6408057594299317,Vicky Cristina Barcelona,"00:16:18,128","00:16:19,528","Oye, no soy libre, estoy comprometida. | ¿Sabes mi teoría? Cuando bebo, soy brutalmente sincera.",el fracaso de tu matrimonio con María Elena | y tratas de evadirte con sexo vacío.,
Vicky Cristina Barcelona_2008_4068897_288,¿Quieres decir que estropee el momento?,plans,0.8,Vicky Cristina Barcelona,"00:17:55,243","00:17:58,083",Y me tienes en el bote. A menos que | lo escacharres. ¿Que lo escacharre?,Sí. | ¿Y cómo iba a hacerlo?,
Vicky Cristina Barcelona_2008_4068897_294,"Aunque, mirándote bien,",farewells,0.6968344879150391,Vicky Cristina Barcelona,"00:18:11,562","00:18:14,162","desde algún comentario estúpido, | hasta llevar unos calzoncillos horteras.",creo que llevas los calconzillos adecuados. | Es muy difícil gustarte.,
Vicky Cristina Barcelona_2008_4068897_295,creo que llevas los calconzillos adecuados.,opinions,0.8385804080963134,Vicky Cristina Barcelona,"00:18:14,442","00:18:17,041","hasta llevar unos calzoncillos horteras. | Aunque, mirándote bien,","Es muy difícil gustarte. | Sí, soy famosa por mi intolerancia.",
Vicky Cristina Barcelona_2008_4068897_312,¿Estás bien?,greetings,0.6348894309997559,Vicky Cristina Barcelona,"00:19:35,079","00:19:36,639","Si no empiezas a desnudarme pronto, | esto acabará en un debate político.","Sí, estoy bien. Es algo que he comido. | ¿Qué te pasa? ¿Necesitas algo?",
Vicky Cristina Barcelona_2008_4068897_319,Descanso y ayuno.,farewells,0.7409635734558107,Vicky Cristina Barcelona,"00:19:55,356","00:19:57,236",Es la úlcera o una intoxicación. Quizá las dos cosas. | ¡Las dos cosas!,"Descanso total. | Con Cristina en cama,",
Vicky Cristina Barcelona_2008_4068897_328,"¡Vamos, no te hagas el preocupado!",emotions,0.8,Vicky Cristina Barcelona,"00:20:17,677","00:20:20,597",Pero al final hicieron turismo. | Me da mucha pena Cristina.,"Seguro que la animaste a beber, | como nos hiciste a las dos durante la cena.",
Vicky Cristina Barcelona_2008_4068897_345,Me encantaría conocer a tu padre y su casa.,family,0.7647580051422119,Vicky Cristina Barcelona,"00:21:09,755","00:21:13,874",Es la primera proposición interesante | que me has hecho.,"Si seguimos así, no creo que. | No, si lo has hecho muy bien. El no habla inglés.",
Vicky Cristina Barcelona_2008_4068897_346,"Si seguimos así, no creo que.",opinions,0.8375923538208008,Vicky Cristina Barcelona,"00:21:37,751","00:21:39,792",que me has hecho. | Me encantaría conocer a tu padre y su casa.,"No, si lo has hecho muy bien. El no habla inglés. | Se me olvidará mi español.",
Vicky Cristina Barcelona_2008_4068897_363,Luego te lo explico. ¿Un poco de coñac?,farewells,0.6890221786499025,Vicky Cristina Barcelona,"00:22:26,710","00:22:29,550","No, él no publica. Ahí está el asunto. | ¿Y por qué no?","Sí, gracias. Pero muy, muy poquito. | Este era mi lugar favorito de lectura cuando era joven.",
Vicky Cristina Barcelona_2008_4068897_364,"Sí, gracias. Pero muy, muy poquito.",farewells,0.6307859611511231,Vicky Cristina Barcelona,"00:22:30,549","00:22:33,709",¿Y por qué no? | Luego te lo explico. ¿Un poco de coñac?,"Este era mi lugar favorito de lectura cuando era joven. | Y, sí, quería ser escritor, no pintor.",
Vicky Cristina Barcelona_2008_4068897_378,"negándoselas al público, lo cual me parece.",opinions,0.610420515537262,Vicky Cristina Barcelona,"00:23:45,107","00:23:48,107",y esta es su manera de vengarse de él. | Creando obras bellísimas y después,¡Dios mío! | ¿Y por qué está tan furioso contra la raza humana?,
Vicky Cristina Barcelona_2008_4068897_390,"No, estoy a punto de cenar. ¿Puedo llamarte después?",plans,0.8054546976089477,Vicky Cristina Barcelona,"00:24:32,462","00:24:36,265",Esta vez disfrutaba de la conversación. | ¿Te llamo en mal momento?,Oye: Paul y Maryanne han visto una casa en su zona | que les gusta más que la de Bedford Hills.,
Vicky Cristina Barcelona_2008_4068897_394,"¿Qué? ¿Cariño? Llámame después,",greetings,0.667097396850586,Vicky Cristina Barcelona,"00:24:46,544","00:24:48,304","que les gusta más que la de Bedford Hills. | Ah, ¿sí? No te oigo muy bien.",pero es una casa con piscina y pista de tenis. | Podría darnos clases el profesor de Paul.,
Vicky Cristina Barcelona_2008_4068897_398,Te quiero.,emotions,1.0,Vicky Cristina Barcelona,"00:24:57,983","00:24:59,142","Podría darnos clases el profesor de Paul. | Vale, te llamo después. No te oigo.",La conexión es muy mala. | ¿Qué vino es este? Es delicioso. Es genial.,
Vicky Cristina Barcelona_2008_4068897_404,"Sí, te has sonrojado.",farewells,0.6020024490356446,Vicky Cristina Barcelona,"00:25:24,939","00:25:26,819","¿Por qué te has puesto tan nerviosa? | ¿Yo, nerviosa?",Seguro que es el vino. | ¿Se enfadaría si supiera que cenamos juntos?,
Vicky Cristina Barcelona_2008_4068897_408,"Bueno, no creo que le encantara pensar que estoy",opinions,0.7149292492866516,Vicky Cristina Barcelona,"00:25:36,139","00:25:39,621","¿Se enfadaría si supiera que cenamos juntos? | ¡No, qué va! ¡Qué tontería!","sentada con un hombre, bebiendo vino a la luz de las velas, | pero pronto vería que no hay por qué preocuparse, así que.",
Vicky Cristina Barcelona_2008_4068897_427,¿Te gustaría ir esta noche a escuchar a un gran guitarrista?,plans,0.8,Vicky Cristina Barcelona,"00:26:39,898","00:26:43,537","Creo que también te gusta la guitarra española. | Sí, me encanta la guitarra.",¿Esta noche? | Ya es un poco tarde,lexical:che
Vicky Cristina Barcelona_2008_4068897_428,¿Esta noche?,plans,0.9078080081939698,Vicky Cristina Barcelona,"00:26:44,138","00:26:45,377","Sí, me encanta la guitarra. | ¿Te gustaría ir esta noche a escuchar a un gran guitarrista?",Ya es un poco tarde | y estoy algo mareada por el vino.,lexical:che
Vicky Cristina Barcelona_2008_4068897_432,"Además, mañana nos vamos.",plans,1.0,Vicky Cristina Barcelona,"00:26:55,656","00:26:57,695",y estoy algo mareada por el vino. | Dijiste que aguantabas bien el alcohol.,"Bien, de acuerdo. Estupendo. | Ha sido increíble. Gracias, gracias.",
Vicky Cristina Barcelona_2008_4068897_433,"Bien, de acuerdo. Estupendo.",farewells,0.6573679161071778,Vicky Cristina Barcelona,"00:27:00,615","00:27:02,655","Dijiste que aguantabas bien el alcohol. | Además, mañana nos vamos.","Ha sido increíble. Gracias, gracias. | Te he observado y parecías muy emocionada.",
Vicky Cristina Barcelona_2008_4068897_434,"Ha sido increíble. Gracias, gracias.",farewells,0.6115843963623048,Vicky Cristina Barcelona,"00:27:58,692","00:28:02,012","Además, mañana nos vamos. | Bien, de acuerdo. Estupendo.",Te he observado y parecías muy emocionada. | Sí. Pocas veces he visto una mirada así.,
Vicky Cristina Barcelona_2008_4068897_459,¡Tenéis que perdonarme por haberos estropeado el fin de semana!,apologies,0.6393551063537598,Vicky Cristina Barcelona,"00:29:51,649","00:29:55,449","Vicky, silenciosa en el viaje, no le había contado nada a Cristina. | Y Cristina hablaba sin parar.",¡Me siento avergonzada! Humillada. | No sé si fue el vino o los mariscos. Porque como tengo la úlcera.,
Vicky Cristina Barcelona_2008_4068897_484,Estupendo. Me alegro por ti.,emotions,0.6920726966857911,Vicky Cristina Barcelona,"00:31:15,483","00:31:18,403",¿Verdad que es genial? Sí. | No puedo creerlo. No pensé que llamara.,"Aquella noche, a las dos les costó dormirse. | Cristina, en la cocina, tomaba café y trabajaba en sus poemas.",
Vicky Cristina Barcelona_2008_4068897_489,"Hola, cariño. ¿Te he despertado?",greetings,1.0,Vicky Cristina Barcelona,"00:31:49,962","00:31:52,483",A Vicky le invadían los recuerdos | de una noche cada vez más irreal.,"No, ahora iba a dormir. | Perdona, es tarde. He salido del despacho",
Vicky Cristina Barcelona_2008_4068897_491,"Perdona, es tarde. He salido del despacho",apologies,0.9806740427017212,Vicky Cristina Barcelona,"00:31:57,721","00:32:00,161","Hola, cariño. ¿Te he despertado? | No, ahora iba a dormir.",a tomar el aire y un café y he tenido una gran idea. | Papá tiene contactos en la embajada en España.,
Vicky Cristina Barcelona_2008_4068897_499,y los amigos de papá nos lo facilitarían.,family,0.7764917039871216,Vicky Cristina Barcelona,"00:32:27,322","00:32:29,762",¿Cómo? ¿Casarnos aquí? | Sería genial contárselo a nuestros hijos,No sé qué decir. | No pareces entusiasmada.,
Vicky Cristina Barcelona_2008_4068897_508,"En su caso, en Londres, pero les ha encantado.",greetings,0.8,Vicky Cristina Barcelona,"00:32:54,757","00:32:57,118","Es diferente, fascinante. Se lo he dicho a Ken y Alice. | Dicen que ojalá lo hubieran hecho ellos.","Bueno, a mí. | Pareces un poco reacia.",
Vicky Cristina Barcelona_2008_4068897_509,"Bueno, a mí.",farewells,0.6937857818603517,Vicky Cristina Barcelona,"00:32:57,878","00:32:59,598","Dicen que ojalá lo hubieran hecho ellos. | En su caso, en Londres, pero les ha encantado.",Pareces un poco reacia. | ¿Yo? No. ¿Por qué iba a estarlo?,
Vicky Cristina Barcelona_2008_4068897_513,"que es una buena idea. Me parece genial, una gran idea.",opinions,0.8976756238937378,Vicky Cristina Barcelona,"00:33:12,596","00:33:16,557",¿Yo? No. ¿Por qué iba a estarlo? | Creo.,"Sí, creo que estará muy bien. | Te llamo mañana. Te he despertado.",
Vicky Cristina Barcelona_2008_4068897_514,"Sí, creo que estará muy bien.",opinions,0.9769386196136475,Vicky Cristina Barcelona,"00:33:16,917","00:33:19,436","Creo. | que es una buena idea. Me parece genial, una gran idea.",Te llamo mañana. Te he despertado. | Te daré más detalles. ¡Te quiero un montón!,
Vicky Cristina Barcelona_2008_4068897_515,Te llamo mañana. Te he despertado.,plans,0.8,Vicky Cristina Barcelona,"00:33:19,798","00:33:21,958","que es una buena idea. Me parece genial, una gran idea. | Sí, creo que estará muy bien.",Te daré más detalles. ¡Te quiero un montón! | Juan Antonio llevó a Cristina a una cata de vinos.,
Vicky Cristina Barcelona_2008_4068897_516,Te daré más detalles. ¡Te quiero un montón!,emotions,0.8381109857559205,Vicky Cristina Barcelona,"00:33:22,159","00:33:24,558","Sí, creo que estará muy bien. | Te llamo mañana. Te he despertado.","Juan Antonio llevó a Cristina a una cata de vinos. | Después la llevó a su preciosa casa, que había comprado a otro pintor",
Vicky Cristina Barcelona_2008_4068897_518,"Después la llevó a su preciosa casa, que había comprado a otro pintor",family,0.8,Vicky Cristina Barcelona,"00:34:01,554","00:34:05,993",Te daré más detalles. ¡Te quiero un montón! | Juan Antonio llevó a Cristina a una cata de vinos.,y que le servía de vivienda y estudio. | A ella le cautivó su obra.,
Vicky Cristina Barcelona_2008_4068897_527,hasta ahora.,farewells,0.7603376579284669,Vicky Cristina Barcelona,"00:34:29,754","00:34:30,714",y sus horribles peleas. | Le dijo que no había querido acostarse con nadie más allí.,"Esta vez, Cristina retuvo su comida. | Juan salió con Cristina varias veces más.",
Vicky Cristina Barcelona_2008_4068897_541,"¿Qué tal? Dios mío, ¿qué haces aquí?",greetings,1.0,Vicky Cristina Barcelona,"00:36:21,347","00:36:24,188","diseñado por Gaudí y parte esencial de su tesis, | Vicky tuvo un encuentro casual.","Nada. Tomando unos apuntes. | Ah, ya.",
